iteration,gini,theil_l,theil_t,atkinson_25,atkinson_50,atkinson_75
0,0.192557757350612,0.06269569499348573,0.0580449789181684,0.014689702376215363,0.029726796979725356,0.04509414596295258
1,0.19640870132656194,0.06501355219647274,0.06037374512069847,0.015265443477202045,0.030861797478900166,0.0467650661587492
2,0.1967033348692506,0.06528815961213051,0.06039158868693443,0.015285528239433188,0.030932117644347,0.046914567692908804
3,0.20027467453539619,0.06676758692953767,0.06225877676568602,0.015729729302910722,0.031765933676867864,0.04806779724646015
4,0.1934175615362446,0.06390526414428113,0.05896659563759715,0.014929490600741113,0.030230302304872336,0.04589337097491497
5,0.19738119013166858,0.06558692131768616,0.06072700106670538,0.015368321050175271,0.031092672389404497,0.047142820415532194
6,0.1933415892549868,0.06221131003753924,0.05816952105740686,0.014694446432455988,0.02967156725040221,0.0448936503400581
7,0.19867086099748818,0.06733323689286314,0.061851005737392044,0.015674112069667068,0.03176237102338031,0.04824934216404675
8,0.19537784409324344,0.065376540303779,0.06008084328746061,0.015225114835744402,0.03085498044077084,0.04687954681515283
9,0.19462250395577915,0.06461737081644864,0.05941114847782587,0.015063355772818365,0.030533067705800554,0.046381604428075485
10,0.1952626320131411,0.06481446443345705,0.05977016408780335,0.01513677191556373,0.030653532177823517,0.04653431926766327
11,0.19668981067126326,0.06549170519494235,0.060530947632490055,0.015322598472726878,0.03101207778320836,0.047045175680371365
12,0.19764806537522267,0.06642183640729926,0.06119316901997138,0.015498086161893188,0.031386480988848775,0.04764849205214072
13,0.19400748681198193,0.06338094668842395,0.05871828245242249,0.014859732111759727,0.030065960071740894,0.0455940415835393
14,0.19837234473331994,0.06582516415351043,0.061331077995738906,0.015494840905424523,0.03129755093560194,0.047379345448037236
15,0.196920467347128,0.06531057418216972,0.06057398555833971,0.015319963216618993,0.03098014846834396,0.04695753272971814
16,0.1949889252620258,0.0650708753825061,0.059827820433916705,0.015162079399316242,0.030727192646719526,0.04668004827772243
17,0.19658533026532996,0.06498933486658709,0.060336081199149655,0.015259504368465127,0.030853774184399607,0.04675351436252839
18,0.19481340538289926,0.06339730745475108,0.05910082868216483,0.014934651072847416,0.030171579859569864,0.045681540581931857
19,0.19553281541812947,0.06411754754213193,0.059533468815554186,0.015058603010474902,0.030450347322166893,0.046144736080557025
20,0.19374929830040616,0.06320550990368884,0.05865895300941529,0.014838909794039234,0.03001179280615973,0.04549266182644329
21,0.19602966096923505,0.06492741807217037,0.060188857195602456,0.015223906698154877,0.03079016338485907,0.04667870632615134
22,0.19371989002206083,0.06344317425507456,0.058711108442576904,0.014861009812840553,0.030076379334019854,0.04562333270092778
23,0.19715220604506906,0.06643190377076177,0.06099445249489444,0.015463529153075917,0.03134595562299658,0.04762562335276099
24,0.19918403700367787,0.06667931003853052,0.06185342038675183,0.015644334889313605,0.031632379085543616,0.04793204135139972
25,0.19518237481966091,0.0643495723869981,0.059451561501823194,0.015055502805039533,0.030480697452826888,0.0462477821849544
26,0.1972647816812423,0.06563427382524055,0.060647461371444375,0.015355083940666314,0.031080853326753144,0.047149339484116704
27,0.19569612518814494,0.06378145034550038,0.05945754043348232,0.015028112205822675,0.030361737154810498,0.04596345174732963
28,0.1950750429503063,0.06384864103004034,0.059394754952182986,0.015013774164548632,0.03034411690843608,0.04596691931122543
29,0.19514529258362262,0.06430326932191621,0.059476231614102676,0.01505529787916926,0.030470088183205513,0.04622101452058802
30,0.19752836592191245,0.0657985474426292,0.06099447860838155,0.015430673767930947,0.031208777134230536,0.047304319964153185
31,0.1973738146310786,0.06472528999889654,0.060487316852523426,0.015275209508056498,0.03083694394115022,0.04665042893896554
32,0.19865105599056063,0.0666040486094401,0.06158772964648686,0.015586142246907686,0.03153739054974902,0.047829870521669426
33,0.19719545425685467,0.06552171609261122,0.06081378662757902,0.015382816616190786,0.03110492950746424,0.047131728565993125
34,0.1988653148647468,0.0671837289553338,0.06181449156442783,0.015662401412144478,0.031729560964052106,0.04817770782516373
35,0.1948697557236034,0.06345730867488644,0.059094376031259256,0.014938772737633554,0.03018914076024981,0.04571805452005384
36,0.19478009993922718,0.06426058477424426,0.05941264342423176,0.01504217967167909,0.030448439170120745,0.046192283221559216
37,0.19231194677812008,0.06245989556719671,0.05783295297147787,0.014640137755327354,0.029630111620922106,0.04494405299882942
38,0.1962414903042959,0.06521899575212758,0.060114657155523325,0.01523030661304825,0.030849149645079232,0.046829546254703036
39,0.1981158714063335,0.06629572949217187,0.061324733644618795,0.015519117130551985,0.03140064575414503,0.04761990866997923
40,0.19612329772695158,0.06397708230218684,0.05976965835493949,0.015096773400028018,0.030481828390951815,0.04612058462361002
41,0.19548295587343717,0.0638963053210083,0.05950533771848627,0.015038710337940575,0.03038659252129683,0.046016760251458066
42,0.1968231609518075,0.06471604731205928,0.06027684234625421,0.015234772062250213,0.03078118182628331,0.046605211864429674
43,0.19862968415271998,0.06659430406772723,0.061574336707767685,0.015585937686407592,0.03153998026305049,0.04783212952946203
44,0.1986552123288675,0.06583422768505912,0.061340603047305715,0.015499248896467366,0.031307483717851525,0.04739180037198709
45,0.1949678192050077,0.06447915198396649,0.0594534731422075,0.015057089558031422,0.03049372360526037,0.04629547861932437
46,0.19794635686668666,0.06530833392304566,0.06084773399860035,0.015378086419689296,0.031066891712484113,0.047029184371809474
47,0.1939522839556392,0.06261305622677268,0.05847695220460746,0.01477637200756765,0.029844517567276463,0.04516540598749097
48,0.19549476775718577,0.0647392683951281,0.05972321083943912,0.015122793962437875,0.03062149815049986,0.04648208770690421
49,0.19506356979464537,0.06362929867237431,0.059282300077067494,0.014983191162000975,0.030274041390415785,0.04584131853218898
50,0.19829744179628192,0.0673154801817252,0.061845258142047194,0.015670611500573695,0.031753648068055806,0.04823612895937013
51,0.19382392401157586,0.06299546472058902,0.05849393747374498,0.014796809246768627,0.029924186556414933,0.045353922179432016
52,0.19737033010081034,0.06672474990199863,0.06133774876718527,0.015542182830626361,0.03149257002784267,0.04783533683047936
53,0.19559950475098342,0.06458868805092442,0.059794927454482276,0.015131319677621935,0.03061528718476414,0.04642958216831106
54,0.1986408096131318,0.06642983746937356,0.06165531891220157,0.015583823219430304,0.0314993318890604,0.04773320219588717
55,0.1939522839556392,0.06261305622677268,0.05847695220460746,0.01477637200756765,0.029844517567276463,0.04516540598749097
56,0.19495296367422668,0.06444343641796872,0.05942047123381776,0.015055494863342567,0.03049626998749233,0.046293555424664956
57,0.19408555177172004,0.06294750497537734,0.05858940324792418,0.014814048855412376,0.029942800290778226,0.04535353286735111
