iteration,gini,theil_l,theil_t,atkinson_25,atkinson_50,atkinson_75
0,0.20269182553374432,0.07046503658558058,0.06444038280655742,0.0163398439824336,0.033133877566795644,0.050371740056356806
1,0.20258605464728865,0.06874506358076733,0.06390604653647537,0.016151368691007195,0.03263241479800738,0.0494078292050516
2,0.2001418003241915,0.06790634992024433,0.0626265709777562,0.015859787525261182,0.03210973455926758,0.04871982291794397
3,0.20301668240023352,0.06991793061114521,0.0644834983959738,0.01632541385488684,0.0330436420779181,0.05012449032578792
4,0.2011417041670124,0.06922912286173633,0.06356993391558881,0.016107058454740697,0.032635489344864155,0.0495694321318797
5,0.20313426395387651,0.07017779887041545,0.06462826238481609,0.016363239929133577,0.03312799115268905,0.05027339099406469
6,0.2020910048188272,0.07000343405575511,0.0641785248170262,0.016268663656149207,0.03297497451067544,0.050098063144250915
7,0.20359514644278254,0.0702578764060452,0.06486087237730914,0.01641160142564102,0.033204713574463196,0.05035852354564052
8,0.2042659657372074,0.06990646353981426,0.06491418670454145,0.016411955365804642,0.03316607746041844,0.05021901205234569
9,0.2050563969280196,0.07084840030956432,0.06562892695988998,0.016593638618888074,0.03354417689845046,0.050823370443655924
10,0.19833369777071364,0.06673915407678624,0.061557408877478854,0.015588487564561104,0.03156188679417493,0.04789597968567949
11,0.20561178762574972,0.07137299249564646,0.06595965344787591,0.016685093729821965,0.03374571029026896,0.05115599100585466
12,0.20237280781281256,0.06970930499198871,0.06418109679323282,0.016250638444419208,0.03290242621271955,0.04993782923786427
13,0.20234209591388233,0.06829746361647215,0.06358165188981095,0.01606867799299183,0.032458413286599264,0.04912517706030983
14,0.20112630799820777,0.06933287247339416,0.06348177979307523,0.01609549914809527,0.03263420651831317,0.04960281214820472
15,0.20062527152711726,0.0684105985430177,0.06304693288163524,0.015960591089780318,0.03231124853210432,0.049037915356894723
16,0.20432887780424452,0.07027709872606513,0.06508817904085255,0.016458953264986143,0.033275748211161416,0.05042222925965356
17,0.20100884010458,0.06717963046796542,0.0628030866059018,0.015852914844234123,0.031990207405225846,0.048377196642436116
