iteration,gini,theil_l,theil_t,atkinson_25,atkinson_50,atkinson_75
18,0.20037180192485055,0.06773745644022401,0.06274447523720805,0.015864164031055172,0.03207669666386037,0.048624781147328155
19,0.2038085228432274,0.06969552976172733,0.0646808722713895,0.016347653733795986,0.033034950926481454,0.05003619931515402
20,0.20266370898180514,0.06986394929480709,0.06431909950865948,0.01628846235167647,0.032981438859385426,0.05005513246450377
21,0.20389316071790567,0.0698025322898823,0.06472498742941678,0.01636639753019553,0.033083083736101804,0.05011528163402523
22,0.2039423686716331,0.07114032169025726,0.06521119346499586,0.01652725353512674,0.03349428020324452,0.050882939534801275
23,0.20343645727554496,0.07081942749240068,0.06489759074926163,0.01645384061021915,0.03335242015415296,0.05066913827877395
24,0.20440296226720725,0.07019169432799534,0.06518249608766183,0.016478173763793236,0.03329798164198228,0.05041733201431575
25,0.2046235364117516,0.07034412158923153,0.06543194122304768,0.01652853866762305,0.03338103412507798,0.05052654178062954
26,0.2021965940805035,0.0696206066401874,0.06404997116856276,0.01622568294674509,0.032862974237961695,0.049883930580972735
27,0.199675658427964,0.06669445687602224,0.06198837781599577,0.01567286418890579,0.03167611647653956,0.047972799917258
28,0.200423202691703,0.06747961605227557,0.06265084490606465,0.015838427161298685,0.03201233111378898,0.04849442090891354
29,0.20334781974595884,0.07059322941666714,0.06491759449589314,0.016438865513119683,0.03328887382717616,0.05053526421559784
30,0.20219907740397447,0.06941257273798207,0.06400627231404557,0.016204219432624734,0.03280000791204396,0.04976203123205236
31,0.20481372401399137,0.0703519843216504,0.06527919843285579,0.01650356703827649,0.03335329615117477,0.05051174617833121
32,0.20590612241124548,0.07131303856317935,0.06613408573067801,0.016716051895583894,0.03378041071972959,0.05116349850549762
33,0.19970599841990463,0.06673664643083542,0.06215098682671351,0.015702346859527316,0.03171678291157476,0.048013731882197486
34,0.20357772859618037,0.07007358428110319,0.06462125229422709,0.01636310607049618,0.033121791960148084,0.05024023233137387
35,0.20177965649802265,0.06844536834535275,0.06354770370069218,0.016059448727365755,0.03245204665522583,0.04915805797508521
36,0.2057031442429941,0.07168816322948866,0.06626978990811434,0.016761952782862743,0.033898362845326546,0.051382148234273894
37,0.2053077355549827,0.07203087845232416,0.06600432001628152,0.016731084157499798,0.033908917467040056,0.05150853937879496
38,0.20355382395170551,0.07095434382670786,0.06494885601598835,0.016466432837445644,0.0333826847405273,0.05073259653680773
39,0.2034555261412342,0.0697702135899902,0.0645039071146156,0.016318532343017722,0.03300749142023052,0.050041655882764324
40,0.2024453334675727,0.06884892409416761,0.06388017020243272,0.01614904973505893,0.03264031056322003,0.04944592221972122
41,0.20347097222422525,0.07072143563796,0.06489776213155397,0.016446830211835017,0.033326157883449836,0.050614038538292494
42,0.2033155580958785,0.07025333568300436,0.06466756880680469,0.016373824570332207,0.03315163033262791,0.05031530447102639
43,0.2022875826243406,0.06849017282069861,0.06365617989965562,0.016089934311562026,0.03251126467267684,0.049228097350033195
44,0.20200890085281797,0.0679770784965069,0.0635202980575271,0.016030630526716938,0.03234616350123054,0.04891918844168397
45,0.20264814887129443,0.0694074325814896,0.06410955506082534,0.016226311101935842,0.03283318173524907,0.049788854857960585
46,0.20365131141577458,0.07057546950192195,0.06489962998722032,0.0164399451078886,0.033295907491617927,0.05054144749465184
47,0.20210221645260465,0.06929966095610464,0.06387649336864668,0.016174550988147685,0.03274470489114356,0.049682496437390866
48,0.19939062628477663,0.06780621634905405,0.06225427827759403,0.01578311521869713,0.031990634155343534,0.04859454718197409
49,0.20166932232048385,0.0684098284300567,0.06349762178148419,0.0160464914767684,0.032427108313579645,0.04912518734074822
50,0.19959030564682406,0.06824210500529058,0.0626191932040305,0.015869140750175204,0.032161425899134066,0.04886549024922293
51,0.20475509991856236,0.07130554818617783,0.06555839933865222,0.016605808703420766,0.03362970789210251,0.051045850193844444
52,0.20245181102888762,0.06837050429363496,0.0637975512300634,0.016110460930481185,0.032521229547325725,0.049194456675185516
53,0.20052271515844283,0.06848188754740205,0.06299743345874335,0.015959171347480816,0.03232625984321835,0.04907922347357496
54,0.20060996516742494,0.06825782106698035,0.06300680876247626,0.015948593501601604,0.03227830206215254,0.04896553464821751
55,0.2039139115994727,0.07045654052663615,0.06517173825921017,0.016481753456655146,0.0333295545416612,0.05052194210819061
56,0.20198257826488258,0.06888026326797586,0.06368594155083267,0.016112648463313728,0.03259365708353579,0.04941912496364387
57,0.20165748341027884,0.06887367727415192,0.06356577593371324,0.01608974365562943,0.032562764006430434,0.04939475510632618
58,0.20353537230578245,0.06978688481267528,0.06455491148330315,0.016330600110436633,0.03302866074079569,0.05006564149001835
59,0.20200982394983083,0.0691155434541523,0.06397900293493494,0.016180902031486477,0.03272149281590686,0.04959823668087904
60,0.20377206096926254,0.07011690031623571,0.06483471121379196,0.01639938313487499,0.03316764082507617,0.0502821961059714
61,0.20337226064898928,0.06944755079933773,0.06457365170856763,0.016315173231470803,0.03295661859169885,0.049893989429263486
62,0.20185778130478288,0.06958141838175291,0.06387757662602733,0.016187947434534333,0.03280218484697428,0.04982122734020933
63,0.20385706060344455,0.06952707743760304,0.064656382847524,0.01633770990705441,0.03300236730167194,0.049958730766056614
64,0.20217212692224545,0.06878432680105627,0.06367231919465044,0.0161108509664325,0.032586208464792654,0.04938847146493153
65,0.19963678948137997,0.0671019485583322,0.06211260572171215,0.015715662908021732,0.031790374210068695,0.04819624713163684
66,0.20245265019372682,0.06865317804941612,0.06396634668732842,0.016156173995707346,0.0326229820943057,0.04936744170101337
67,0.20121746237288843,0.06911768825107405,0.06347365441689629,0.016084803103355916,0.03259170669755629,0.04950014981579398
68,0.20432408454806192,0.07143472006235883,0.06555444022750377,0.01660668685357103,0.03364254832087621,0.05109399868260778
69,0.20145742005223952,0.06792706753310983,0.06317356788593871,0.015968018724917266,0.03226325935668617,0.048846696729216266
70,0.20509097854811653,0.0718728078516944,0.0660914479511858,0.016732947639201412,0.033878770803190794,0.051423851953861455
71,0.20482352070101972,0.07083329035037875,0.06545756416382358,0.016560946977066004,0.03349873330075115,0.05078440234995951
72,0.20288219431559107,0.0704690809571548,0.06457901838033112,0.01637099897208194,0.03318361079450882,0.05041686848618354
73,0.20415858955434865,0.07024034970739623,0.06498652996007023,0.016436543790737668,0.033238090576961477,0.05037916837740475
74,0.2042220654476363,0.0707361258279786,0.06525117171277836,0.01651716915623347,0.03342647415057187,0.050697519646878075
75,0.20302921591091128,0.06997022872113319,0.06437628958773228,0.016304988722658065,0.03301910847159417,0.05011953626337162
76,0.2019757200690302,0.06848228547789956,0.06351992883219287,0.01606311508184033,0.03247294828647962,0.04919540114993615
77,0.19937256113610075,0.06744170184926637,0.062201768862111914,0.015751368499138163,0.03189013563505272,0.048389906444390784
78,0.19888314609587796,0.06733404186004881,0.06191542142111392,0.015685166244425064,0.031775675225982014,0.048258328805784956
79,0.20273202807877602,0.06886637568923396,0.06411704116240634,0.01619468213189479,0.032704222714901476,0.04950029454334737
80,0.20188819830071783,0.06809939563796248,0.06332980213368085,0.016005461456346626,0.032336720901189664,0.048959130898191594
81,0.19870132503296112,0.0663780953611637,0.06159357946894731,0.015570427870791326,0.031475303523220255,0.04769865727100242
82,0.20485871846213757,0.07060869590864353,0.06537184203839595,0.01653212697736539,0.03342557474408525,0.050650900157453105
83,0.20216308127887536,0.0686137491001482,0.0636878298493708,0.016100221122326785,0.03254011478770091,0.04928973715569818
84,0.20444322277419485,0.07130512209969447,0.06550770433503705,0.016590912140849623,0.0336016504570974,0.05101782387312148
85,0.20174181692869095,0.06867958389987307,0.06348261522475625,0.016063366082916364,0.032497690417047864,0.049277850603457796
86,0.2025841916320304,0.06941123506490438,0.06420056206605662,0.016238890049060428,0.03284333397033912,0.04979168229775732
87,0.2037248252395641,0.07067250651784397,0.06495703710243583,0.016455366622186163,0.03333010536701808,0.05059987237731223
88,0.20312821477662688,0.06975536705820606,0.06442658674083024,0.016302183489094957,0.032982087396718374,0.050016501585107176
89,0.20463541128264381,0.07038751304680461,0.06538669122991536,0.016522334607850908,0.03337916950909903,0.05054007908411351
90,0.2005024440415062,0.0667329239226308,0.06229734483153417,0.015733440213796634,0.031763009479985005,0.048051233401208426
91,0.20413751831089152,0.06934068176097527,0.06478290828025958,0.016351396461746548,0.03299264777592026,0.049886908254937135
92,0.20081103977481712,0.06793940637239698,0.06291417405119969,0.015915265895412922,0.0321878579790249,0.048788871569952375
93,0.20453212043971916,0.07021122546916068,0.06513100231661151,0.01646730641704952,0.03328277078319253,0.050409479312755634
94,0.20164384436043586,0.06795475877394568,0.06322614044556363,0.015978383452990075,0.03227948221862498,0.048866829067713224
95,0.2058960249065385,0.0719526809422126,0.0662471237651227,0.016775202935410016,0.03395999898038948,0.05152298327230842
96,0.20206166002500836,0.06899054707758653,0.06374458247022637,0.01613182235930488,0.032639653840016214,0.049495517889051155
97,0.2017749664125316,0.06829528780290367,0.06342456599040629,0.016034660297837844,0.03240656051798485,0.049080784956238466
98,0.20361807219607217,0.07001658489414721,0.06486377256401833,0.016401320125671304,0.03315843017747744,0.05024358939250784
99,0.20255773390938014,0.06844497364158973,0.06383890986155183,0.016120720796078625,0.03254378001954761,0.0492352287476594
