iteration,gini,theil_l,theil_t,atkinson_25,atkinson_50,atkinson_75,num_zones,avg_num_blocks_per_zone,min_num_blocks_per_zone,max_num_blocks_per_zone,mean_zone_pop,min_zone_pop,max_zone_pop,mean_zone_hhcount,min_zone_hhcount,max_zone_hhcount
12,0.2123386692880194,0.07677884805524784,0.07052993190743771,0.01785511115276628,0.0361418941047279,0.054835625573909086,476,31.04621848739496,2,80,2366.9201680672268,223.0,4026.0,999.8172268907563,29,2373
13,0.2106184456488928,0.07443057514403856,0.06907631895846487,0.01745359616671094,0.03525372100418278,0.05336088280712992,487,30.340862422997947,4,74,2313.4579055441477,136.0,4238.0,977.2340862422998,51,2863
14,0.21091930119199703,0.07607163125023335,0.06985769197370377,0.01768491333774236,0.035801757559286385,0.05433207079228497,482,30.473029045643152,1,81,2337.4564315352695,0.0,4070.0,987.3713692946058,5,2227
15,0.21392818389767468,0.07788710224944136,0.07158080563312083,0.018115060938343808,0.03665745835018186,0.05560508068756376,483,30.546583850931675,1,69,2332.616977225673,0.0,4163.0,985.3271221532091,5,2931
16,0.21457579175618552,0.07792630679336393,0.07186283199664899,0.01817759819885678,0.03675823217912999,0.05570398155924017,483,30.349896480331264,2,70,2332.616977225673,75.0,4694.0,985.3271221532091,32,2478
17,0.21371391251159147,0.07830056595718365,0.0716646084058072,0.0181503484560126,0.03676234338242512,0.05582266016817716,485,30.23505154639175,1,70,2322.99793814433,162.0,3938.0,981.2639175257732,11,2702
18,0.21218471401590394,0.07677352736243909,0.07047368429407888,0.017842857547695434,0.03612279054571488,0.05481786595207627,491,29.84928716904277,4,67,2294.61099796334,524.0,4300.0,969.2729124236253,187,2576
19,0.2103121448401226,0.07513119720483365,0.06917876904288114,0.01750487397126399,0.03541816703030243,0.05371818009286711,485,30.344329896907215,6,70,2322.99793814433,347.0,3944.0,981.2639175257732,92,2563
20,0.21076535015802247,0.07516379530555041,0.06932784506053245,0.01753814027196332,0.03547255591546228,0.05377443461421949,481,30.654885654885653,5,86,2342.3160083160083,443.0,4641.0,989.4241164241164,140,2235
21,0.21260003866085164,0.07670370051877991,0.07066566359436584,0.01787433730492427,0.036152850954099036,0.05481493806275828,486,30.26954732510288,2,74,2318.2181069958847,0.0,3934.0,979.2448559670781,28,2802
22,0.21211143516980302,0.07652564315933871,0.07044302160415426,0.017824364890260846,0.03606218878419254,0.05468821739025931,482,30.38589211618257,1,87,2337.4564315352695,0.0,4090.0,987.3713692946058,5,2982
23,0.21210647558742854,0.07562698804988513,0.07012209763439455,0.01771297083753398,0.035775222537068885,0.054160317419302606,480,30.633333333333333,1,75,2347.195833333333,0.0,4051.0,991.4854166666667,5,2246
24,0.21238761038843723,0.07652618902489448,0.07056352084574898,0.01784743231901409,0.03609371321996324,0.054712665677399075,480,30.74375,6,74,2347.195833333333,437.0,4475.0,991.4854166666667,227,3075
25,0.20993475706093062,0.0739267291001675,0.06865781067326447,0.017344897993079478,0.03502937847473908,0.053016050252165936,487,30.4435318275154,3,78,2313.4579055441477,71.0,4549.0,977.2340862422998,29,3184
26,0.2117357851661888,0.07621568891289097,0.07012499578262253,0.01774500234977694,0.03590572501725031,0.05446074755630281,492,30.134146341463413,6,85,2289.9471544715448,439.0,4302.0,967.3028455284552,142,2547
27,0.21129653478408825,0.07544117040813923,0.06967487094318935,0.017619961126574157,0.035625588718317225,0.053986596306918044,488,30.420081967213115,3,75,2308.717213114754,78.0,4785.0,975.2315573770492,24,2519
28,0.2125179948086016,0.076150180981495,0.070460149054871,0.017809135193801562,0.03598843392966877,0.05450593523864922,482,30.510373443983404,1,80,2337.4564315352695,0.0,3849.0,987.3713692946058,5,2400
29,0.2110111287239998,0.0750335916958186,0.06943830662117965,0.01755171514950049,0.035470913745737964,0.053728048952612406,476,30.918067226890756,2,84,2366.9201680672268,75.0,4244.0,999.8172268907563,128,2698
30,0.21029241993586634,0.07496103276893872,0.06910371949966293,0.017485071813302167,0.03537188409883529,0.053629875592733245,487,30.258726899383984,6,77,2313.4579055441477,426.0,4381.0,977.2340862422998,151,2416
31,0.2103310234065088,0.07534493158559227,0.06923918949030547,0.017528900801472957,0.03548378179324485,0.053842260211046544,483,30.51345755693582,6,86,2332.616977225673,921.0,4360.0,985.3271221532091,231,2800
32,0.21173692464112026,0.07625125339708169,0.07014871899731888,0.017753132445888054,0.03592482685678977,0.054490052885832196,485,30.496907216494844,3,79,2322.99793814433,437.0,4813.0,981.2639175257732,224,2779
33,0.210757479095074,0.07469538724150908,0.06917746470545076,0.017487825521035005,0.0353403733651243,0.05351826112862157,481,30.66112266112266,2,76,2342.3160083160083,1042.0,4150.0,989.4241164241164,97,2198
34,0.21242082819249242,0.07682693513295791,0.0706618085637575,0.017883116326290915,0.03618761384660196,0.05488755122558764,487,30.297741273100616,7,79,2313.4579055441477,734.0,4167.0,977.2340862422998,216,2996
35,0.21190104083326408,0.07609132873908786,0.0702038145639519,0.017754139421600756,0.03590109012748288,0.054416144009749146,485,30.296907216494844,3,84,2322.99793814433,264.0,3942.0,981.2639175257732,27,3683
36,0.20999846726052793,0.07487655544488778,0.06910379684053948,0.017479029290818238,0.03534913241478299,0.05358211637810839,479,30.515657620041754,3,76,2352.096033402923,57.0,4088.0,993.5553235908142,16,2591
37,0.21194734569822718,0.07544782723041887,0.06994319591755041,0.017675194575170083,0.035706682824083624,0.05405478442905709,489,30.0920245398773,6,82,2303.99591002045,451.0,3838.0,973.2372188139059,130,2383
38,0.21053431334936112,0.0742504177034958,0.068995376961921,0.01742726587995347,0.03518954257129436,0.053248957637079486,480,30.75625,3,76,2347.195833333333,17.0,4443.0,991.4854166666667,33,2625
39,0.2125214504814827,0.07687236074370302,0.07058481885315095,0.017868521103593604,0.03617024509131517,0.054885526445620725,487,30.232032854209447,1,74,2313.4579055441477,162.0,3976.0,977.2340862422998,11,2040
40,0.21114563567867528,0.07594931153428298,0.0698658127834301,0.017682732236116272,0.03578492356614693,0.05428100612705544,478,30.774058577405857,1,70,2357.016736401674,0.0,4619.0,995.6338912133891,5,2453
41,0.2111317117227624,0.07630473128440884,0.06994463672871377,0.017714507372129318,0.0358767612831874,0.0544688069669198,486,30.30246913580247,6,82,2318.2181069958847,727.0,4015.0,979.2448559670781,194,2546
42,0.21183566188591413,0.07622398094711111,0.07012041099220338,0.01774903467574096,0.03591921815075827,0.05447966581727637,489,30.073619631901842,1,80,2303.99591002045,0.0,4260.0,973.2372188139059,5,2915
43,0.20931576233486707,0.07504297127487908,0.06871713801461748,0.017407891679899312,0.035267627796596424,0.05356856092967399,486,30.113168724279834,5,79,2318.2181069958847,361.0,4013.0,979.2448559670781,137,2183
44,0.21236688950612495,0.0763185497238248,0.07037823251958245,0.017802758115312622,0.03600497775620759,0.05457621889293529,484,30.481404958677686,2,77,2327.7975206611573,3.0,4830.0,983.2913223140496,19,2383
45,0.2134949194659397,0.07739892872902393,0.07120676373299846,0.018021424829538613,0.03646477638918588,0.055297714055303704,480,30.616666666666667,2,79,2347.195833333333,14.0,4198.0,991.4854166666667,19,3202
46,0.2118645866307822,0.07574968842642504,0.07010340908502498,0.017715112043039993,0.0357951227732769,0.0542165218918933,487,30.39425051334702,6,80,2313.4579055441477,604.0,3736.0,977.2340862422998,156,2171
47,0.21121817093496317,0.07583884480207122,0.06987566691165345,0.01767328421424863,0.03574691964073928,0.054206302893264224,485,30.276288659793813,1,70,2322.99793814433,61.0,3797.0,981.2639175257732,18,2527
48,0.2096890456322183,0.07420324795695045,0.0685849562762017,0.017344632016705885,0.03506805943356539,0.0531383828258668,486,30.090534979423868,6,78,2318.2181069958847,76.0,4434.0,979.2448559670781,74,2203
49,0.21412044498583413,0.07785735056246569,0.07164273515278924,0.018125562726038824,0.03666763082698066,0.055602964306546876,486,30.444444444444443,4,86,2318.2181069958847,349.0,4617.0,979.2448559670781,239,2224
50,0.21315695077789967,0.07738472619827372,0.0710952149602048,0.017996079975854062,0.036423407158529875,0.05525728571988542,483,30.461697722567287,3,80,2332.616977225673,349.0,4598.0,985.3271221532091,24,2422
51,0.21496992064246978,0.07786829048843083,0.07202224256702826,0.01820396871821195,0.03678357661415976,0.055701650199359354,488,30.1577868852459,2,74,2308.717213114754,60.0,4230.0,975.2315573770492,19,2495
52,0.21238482836219555,0.0762546377295513,0.07041889067945949,0.017805617614366498,0.03599723053682635,0.05454671856279858,482,30.485477178423235,1,72,2337.4564315352695,0.0,4024.0,987.3713692946058,12,2141
53,0.2103874833810231,0.07547649575941907,0.0693177979063562,0.017548643785331497,0.03552662558936959,0.05391703566997641,486,30.244855967078188,2,68,2318.2181069958847,162.0,4421.0,979.2448559670781,30,2788
54,0.2122321564018354,0.07533273787939822,0.07017493239488837,0.017711477274039655,0.035736166691089366,0.05403568972258943,484,30.464876033057852,2,80,2327.7975206611573,78.0,5240.0,983.2913223140496,19,3504
55,0.21490721776377872,0.07852280273877539,0.07218259893384328,0.01826952197572873,0.03696889678888937,0.0560655051641733,479,30.703549060542798,2,76,2352.096033402923,223.0,3958.0,993.5553235908142,29,2614
56,0.2130053007255167,0.07679962609789473,0.07084558660979219,0.01791519368652561,0.036224100969809325,0.054903031936014424,483,30.407867494824018,4,89,2332.616977225673,825.0,3934.0,985.3271221532091,129,2238
57,0.210018568793455,0.07433500909886186,0.06881025858239875,0.017395191706699897,0.03515705891529397,0.05325214901496489,479,30.68267223382046,4,76,2352.096033402923,874.0,4021.0,993.5553235908142,53,2332
58,0.21327726280590167,0.07745911774632423,0.07119814980256972,0.018020849733368483,0.03646963738542042,0.055319180326611206,482,30.574688796680498,4,84,2337.4564315352695,426.0,4162.0,987.3713692946058,45,2286
59,0.21495391086281262,0.07816092701510091,0.0721099777957747,0.018234263968965103,0.03686466383061926,0.05586045153615227,485,30.44123711340206,3,75,2322.99793814433,250.0,4883.0,981.2639175257732,111,2451
60,0.2108270114491597,0.0755602457640474,0.06949453387989973,0.01758924264063999,0.035597326729398304,0.05400201205585653,483,30.59006211180124,6,77,2332.616977225673,590.0,4806.0,985.3271221532091,168,2525
61,0.2112313365897406,0.07577460669351063,0.06978374826490248,0.01765491784138895,0.03571639417487238,0.05416434542963999,482,30.616182572614107,5,80,2337.4564315352695,838.0,4241.0,987.3713692946058,56,2731
62,0.21111879223178087,0.07489063310726121,0.06946894973196022,0.01755088183721132,0.035450116440396084,0.05366458812908581,484,30.489669421487605,2,78,2327.7975206611573,57.0,4433.0,983.2913223140496,15,3074
63,0.2101226791768101,0.07494341495270584,0.06913487664968321,0.01748482192321399,0.03536103329281337,0.053608917638121256,491,30.05702647657841,1,72,2294.61099796334,0.0,3856.0,969.2729124236253,5,2770
64,0.2107906654076017,0.07566759050232426,0.06950745015522071,0.017597912187323317,0.03562572009256049,0.05406098239461132,480,30.7,1,71,2347.195833333333,61.0,4370.0,991.4854166666667,18,2337
65,0.21255750951378086,0.0768470286328675,0.07061689740854157,0.017878029558736963,0.036187228840586894,0.054897022480897895,481,30.598752598752597,2,86,2342.3160083160083,14.0,4633.0,989.4241164241164,19,2356
66,0.2111877374109216,0.07490994425497428,0.06945870095971399,0.017551739326729043,0.03545669575302912,0.05367828471012903,486,30.487654320987655,6,78,2318.2181069958847,60.0,4290.0,979.2448559670781,51,2226
67,0.21185341257432558,0.07589500175478207,0.07005947521068996,0.017718648002125637,0.03582771298537346,0.05429632191513889,489,30.030674846625768,2,75,2303.99591002045,384.0,4257.0,973.2372188139059,19,3034
68,0.2118754235623967,0.07615093851070359,0.07011968142676071,0.01774269047680399,0.035895873699080094,0.054433204728326245,487,30.24435318275154,2,83,2313.4579055441477,14.0,4794.0,977.2340862422998,19,2692
69,0.21577374239061975,0.07993769696561297,0.07301218247292017,0.018500500119129848,0.03748559937824514,0.056935794588057864,482,30.761410788381742,6,90,2337.4564315352695,922.0,4089.0,987.3713692946058,193,2281
70,0.21174435731211527,0.07541250465783084,0.069870567789229,0.01765842077061741,0.03567738214024685,0.05401946643545885,479,30.70563674321503,3,79,2352.096033402923,17.0,5083.0,993.5553235908142,33,3008
71,0.2122778170746584,0.07650973625809084,0.07038052699663297,0.017811396569893057,0.03604172782730353,0.054666589473521765,483,30.43271221532091,4,91,2332.616977225673,384.0,4076.0,985.3271221532091,135,2208
72,0.21348122455185659,0.0762613972639787,0.07119439241236315,0.017954832751743255,0.03620168262451018,0.05470554548616302,483,30.683229813664596,1,87,2332.616977225673,299.0,4122.0,985.3271221532091,11,2975
73,0.21223130505577834,0.0765433643144142,0.07050047248125166,0.017838122243656773,0.03608646266177262,0.054715470038218306,486,30.32304526748971,1,84,2318.2181069958847,14.0,3933.0,979.2448559670781,14,2529
74,0.21368113495001692,0.07836329777854785,0.07163321570766928,0.018151820250743023,0.0367799538248379,0.0558629562764138,484,30.59710743801653,1,80,2327.7975206611573,61.0,5238.0,983.2913223140496,18,2832
75,0.21105685793140405,0.07554098941326214,0.06956873716152695,0.017606063647675585,0.03562305705492963,0.05402007932666919,485,30.23298969072165,3,76,2322.99793814433,250.0,4162.0,981.2639175257732,111,2298
76,0.21317381815526448,0.07730513506307413,0.07106895382859894,0.017988404318810658,0.03640375988177458,0.05521739288253513,486,30.207818930041153,3,68,2318.2181069958847,250.0,4969.0,979.2448559670781,34,2418
77,0.2125370142901169,0.07699646178684338,0.07074091159284333,0.01790501667797706,0.03623877633059869,0.054981175114860004,487,30.33264887063655,2,71,2313.4579055441477,387.0,3572.0,977.2340862422998,144,2500
78,0.2109408283852003,0.07516270826138119,0.06957144724800343,0.017585105259179667,0.03553736827108023,0.05382488873289082,487,30.324435318275153,4,81,2313.4579055441477,223.0,4159.0,977.2340862422998,57,2386
79,0.21375489500123088,0.07748936787281366,0.07137227948855275,0.018060333138846363,0.036534452579823795,0.05538448980507915,488,30.25204918032787,4,73,2308.717213114754,426.0,4350.0,975.2315573770492,45,2318
80,0.20719890145998718,0.07279068281935083,0.06716086080309663,0.01699133302784439,0.03437254377755383,0.05212035563235695,486,30.37037037037037,3,74,2318.2181069958847,112.0,4546.0,979.2448559670781,19,2572
81,0.21213379340398997,0.07588900054093338,0.07011353548895456,0.01773000148766668,0.03584393880799008,0.054307824702838015,486,30.304526748971192,3,68,2318.2181069958847,323.0,4295.0,979.2448559670781,145,2169
82,0.21092650604924337,0.07459314251228677,0.0692893207861181,0.01750209945861203,0.035342309140645956,0.05348297715519901,484,30.483471074380166,3,74,2327.7975206611573,384.0,3677.0,983.2913223140496,24,2244
83,0.21166904116582339,0.07595110923606797,0.07003916416147388,0.017718392606144717,0.03583675489049687,0.05432339332890701,481,30.488565488565488,3,70,2342.3160083160083,248.0,4722.0,989.4241164241164,160,2356
84,0.21024995501507432,0.07490403612827874,0.06902615149491756,0.017462635742869104,0.035325580854741356,0.0535683951839,480,30.583333333333332,5,75,2347.195833333333,1005.0,4642.0,991.4854166666667,145,2716
85,0.21279337696254283,0.07644503212334088,0.07068105668643605,0.01786705403843314,0.036110413007912956,0.05469928982721273,482,30.529045643153527,5,69,2337.4564315352695,541.0,4706.0,987.3713692946058,155,2702
86,0.21258724085087516,0.07659341417203931,0.07063915634718648,0.017867119752899008,0.03613282681514507,0.054767480559453685,486,30.28395061728395,3,81,2318.2181069958847,288.0,4613.0,979.2448559670781,24,2901
87,0.21469020407612133,0.07816156136179407,0.07204690430886034,0.018222073242446735,0.03684812633373835,0.05584810287521913,486,30.286008230452676,6,76,2318.2181069958847,488.0,4145.0,979.2448559670781,178,2420
88,0.21226190243970217,0.07616607992294108,0.07036526666441441,0.017792577809589538,0.03596943525674712,0.05449780643109026,482,30.765560165975103,1,88,2337.4564315352695,61.0,4446.0,987.3713692946058,18,2651
89,0.21076530660067444,0.07575176416757898,0.06957018723247624,0.017614420916514995,0.035660849265912176,0.054116961143161335,484,30.5,3,71,2327.7975206611573,349.0,4772.0,983.2913223140496,148,2157
90,0.2122405884150547,0.07679592959215843,0.07057101375725035,0.017864141712874204,0.03615763940874961,0.054854668437572474,486,30.31687242798354,4,87,2318.2181069958847,647.0,4443.0,979.2448559670781,199,2475
91,0.21090433621438348,0.07520040229694851,0.0694493321616148,0.017565053053993362,0.03551731148229753,0.05382356398881061,485,30.34020618556701,2,73,2322.99793814433,75.0,4410.0,981.2639175257732,32,2659
92,0.2130229475279722,0.07705869096672209,0.07090761292971509,0.017942688497663006,0.03630261252289679,0.05505385317350697,491,30.071283095723015,3,84,2294.61099796334,17.0,4096.0,969.2729124236253,33,2333
93,0.21261606183205542,0.07663050741083366,0.07062749353478232,0.017867704291409936,0.03614012816949208,0.05478637648391382,491,30.059063136456214,3,79,2294.61099796334,457.0,4489.0,969.2729124236253,169,3414
94,0.21242257997396913,0.0767641394363088,0.07063392590645619,0.01787509743619653,0.036168557802840895,0.054852593069668165,483,30.556935817805382,3,75,2332.616977225673,214.0,4667.0,985.3271221532091,204,2225
95,0.21161897639565003,0.07572762384041053,0.07001494701848729,0.017698957407567883,0.03577330972721182,0.054195562275251685,488,30.31967213114754,4,75,2308.717213114754,73.0,4574.0,975.2315573770492,32,2733
96,0.21215214122617673,0.07711162975378191,0.0706378976219109,0.017890871698045152,0.03623608125046207,0.05501832987669886,486,30.28395061728395,4,73,2318.2181069958847,412.0,5529.0,979.2448559670781,122,2439
97,0.21130521975494923,0.07550633940522765,0.06980661764513169,0.017646514852757145,0.03566820539469884,0.054038844761066684,484,30.382231404958677,3,78,2327.7975206611573,57.0,4411.0,983.2913223140496,19,3123
98,0.2144362808749125,0.07859476514209611,0.07204526468897324,0.018242116660415975,0.036935222186686545,0.05605878943980014,483,30.48033126293996,3,84,2332.616977225673,349.0,4037.0,985.3271221532091,71,2000
99,0.2124332224078017,0.07637021337779315,0.07051563871516314,0.017833293194985167,0.036056545966547726,0.054635376492996324,478,30.859832635983263,4,75,2357.016736401674,1178.0,5050.0,995.6338912133891,163,3007
