iteration,gini,theil_l,theil_t,atkinson_25,atkinson_50,atkinson_75
62,0.21310344973129497,0.07687570877100343,0.07094115254463652,0.01794102408805187,0.03627620254815589,0.05497399958706373
63,0.21315559588879546,0.0775672657014341,0.07124684940354208,0.018034134818370573,0.03650087117820999,0.055377495091143314
64,0.21145918598955607,0.07551682500799538,0.06983525062615113,0.017651796251496377,0.035675568659534806,0.05404671592267052
65,0.21241800614653444,0.07617683305913128,0.07053175430167012,0.01782131608661852,0.0360048669013151,0.05452444572781967
66,0.212701527208226,0.07694490120699954,0.07075559268994641,0.017908224076473855,0.036240204346625005,0.0549686004787604
67,0.21013457231380508,0.07470042867389234,0.06896675640328458,0.01744113145365378,0.035267723994876765,0.05345626440168305
68,0.20905677008239662,0.07380618370502534,0.0682668541383702,0.0172604152038196,0.034892360985590676,0.05286695929361607
69,0.2115017793255286,0.07517868303387176,0.06966956197274618,0.017605632028371065,0.03556832757641526,0.0538540836869299
70,0.21062076714828903,0.0756404037692405,0.06947514253569528,0.01759057922994589,0.035612477084395855,0.054042478744038114
71,0.2125020550014946,0.07543309033281585,0.07025549804665973,0.017733567634704128,0.03578300861481276,0.05410739118527752
72,0.21059267211737248,0.07546013721639493,0.06947658632298018,0.017579575778270407,0.035568651318215405,0.05394578733475963
73,0.2129588863377814,0.07749291800384324,0.07106520870587264,0.017993762573352945,0.03643262752202703,0.05529812383914501
74,0.21101482708546856,0.07534905197259059,0.06959665902638268,0.017597646455815297,0.035578108998123525,0.053916000963493804
75,0.21342281972520552,0.0768518674478848,0.07103877135255036,0.01795901524720267,0.03629762383326218,0.05498231833436251
76,0.21070955310989972,0.07620307311736389,0.06967912211644713,0.01765474022417135,0.035774985349353305,0.054351631623858254
77,0.21498782583145337,0.07783797239742621,0.07197585743420898,0.01819520568623878,0.03676989824473276,0.055683229334081874
78,0.2143350389939827,0.07822865488332174,0.07186383193365391,0.01818923371946335,0.03681123668155961,0.055840897216374974
79,0.2133317854414694,0.0769560140561626,0.07115982837753569,0.017985839047323537,0.03634693654704213,0.05505359319198311
80,0.2104765271915819,0.07524388048112889,0.06920082972818743,0.01751948497670952,0.035461179873120696,0.05379493810041036
81,0.21359982219455084,0.07771909881172456,0.07139134210698035,0.018071373873834395,0.03657577670973555,0.05548769456559188
82,0.21469474037555578,0.07833422698991543,0.07212644245307008,0.018246299409020783,0.03690636676590997,0.055951342805236615
83,0.21306991080554108,0.07749114744222677,0.07120347613632115,0.01802093383857184,0.036470970484043685,0.05532856090494209
84,0.2132336213723714,0.07692647917001345,0.07101462301887483,0.0179561184685626,0.03630133502138222,0.05500776744166591
85,0.21305632378112235,0.07628619254124785,0.07080925202304074,0.017883959800461646,0.036111280769612564,0.05464695236062089
86,0.21294348453166012,0.07616965520778499,0.07068575123567321,0.01785426000119883,0.03605397315064118,0.05456367634484005
87,0.21465526515612302,0.07858956760308818,0.07204428483444442,0.01824323996300492,0.03693773005774592,0.056059905156152556
88,0.21154950989325588,0.0758821508549214,0.06998256494658585,0.01769904455874416,0.035792926391807645,0.05426017145230855
89,0.2110182924993509,0.07522848920989651,0.06966584630606515,0.01760276611889433,0.0355651524119851,0.053863545130673596
90,0.21019820904154035,0.07407969367914799,0.06886397348715091,0.017391011373005916,0.03511252890050709,0.05313011923790334
91,0.21298406058795727,0.0770579396603312,0.07089255727542036,0.01793897964434954,0.036296237296011835,0.05504765817986468
92,0.21007493051551893,0.0744988227508399,0.06894619491232346,0.01742864213836448,0.035224831742937335,0.05335830534326258
93,0.210797748279562,0.07515001090087771,0.06941617580578768,0.01755355629371791,0.035490551086688416,0.05378285176815145
94,0.20998090393429053,0.07477082937895697,0.06902387583463253,0.017455283043314673,0.03529689409737502,0.053502427979758904
95,0.21033990059473484,0.07529903671457672,0.06927142329527149,0.017530435807551537,0.03547608759091925,0.053818461262844286
96,0.2119567063402524,0.07574698392052752,0.07013452758561861,0.01772489604001204,0.03581409019295978,0.05423521652885299
97,0.211992708899864,0.07738945926116902,0.07059607847092546,0.017895944882388326,0.03628104207750571,0.05514466041734167
98,0.21399847049211043,0.07746408705987068,0.07147907825575274,0.01807719873680458,0.03655001178302186,0.05538445694649152
99,0.21171501220767588,0.0756534670357892,0.0699449404553912,0.017680306579200278,0.03573430441094527,0.05413759621719538
